drug,gene,disease,label
3396256,452443,10290232,9
2339682,1841036,10484003,9
19615,518335,58096,9
78223,438565,99575,2
459678,4695626,10635,9
2497567,2756471,12783,1
228621,298266,60149,9
263948,5477251,73939,9
3133859,4960578,35951,9
16443,3324429,3651,9
499822,2963154,10635,9
19152,2172542,3651,9
1165692,2727025,4384,9
105887,1865144,89271,9
266223,4224838,12783,9
1840219,4773512,180889,8
1444279,409399,10483176,7
565413,11978,652688,9
8619926,10456607,2707,9
46459,837719,12783,1
283198,2258818,58096,8
17474,6597188,2499,9
89129,458096,1728809,7
1917966,21135,3937,9
5898,3070610,16676,1
15941,161,58096,4
471378,1964438,27397,9
2823402,5393,1464005,9
100254,2626510,60149,9
47384,830672,10473771,9
10211,6346,174128,6
229374,1143101,21127,1
47384,30482,58096,0
12043,458222,326636,4
1165692,409450,35951,8
141401,3069009,73939,5
8685834,132063,1878136,2
264422,1119757,2714,9
117697,2229018,2714,9
105887,502193,35951,2
283198,2885306,52166,9
10472755,23384,35951,9
474464,3407810,73939,6
45543,2518,35951,4
511825,131904,1274034,9
4613589,57548,10483312,9
2660,7331,35951,5
105887,453531,4663,7
5640025,2449739,25503,9
10472966,648030,326636,9
266223,40784,6160,9
59114,618876,8518,6
6279245,4420797,10484396,9
67636,1233912,16563,8
252800,47913,3651,1
38487,570142,24258,9
21038,144161,2707,4
283198,436374,10485903,9
10472579,507416,10635,9
489813,132821,24258,3
645728,180991,881824,9
72891,437721,10486065,7
1165599,482803,183370,9
557563,447690,6364724,9
228621,1973603,260856,7
3133,384849,36724,9
474082,3486,174128,8
7554,433233,796920,9
229374,2801103,10635,6
21444,434802,9135,5
127859,863948,180889,6
38486,447611,12114,0
511036,1868757,16676,8
10566734,810744,58096,3
396113,1157,3651,7
454,1988263,174128,5
10472989,42412,10484356,9
68659,3343903,2707,6
127859,30798,9181328,9
2846546,4780178,884,6
4113781,5080894,35951,6
1444279,2317872,6578,7
3796289,1880311,96696,9
72648,409777,10484412,9
228621,82394,4697,9
229374,1525768,1878136,6
67028,125841,180889,9
2478621,2962946,66759,9
320982,5683434,108976,0
63784,17915,33541,7
8685834,5976170,174128,1
67636,1998151,77920,9
7999166,845876,52166,9
46597,882664,1878136,6
117697,8449,3651,1
266223,2331313,66759,3
2047768,2733365,884,9
4974755,200,580981,2
113997,140157,63423,1
59114,3432463,2707,3
661297,582004,3651,5
447997,1483438,10635,9
5944973,468083,1965400,9
165568,7423,10635,5
609,3341,1555,5
10472583,726947,93289,9
87016,7675875,10483352,9
26032,21688,10483155,9
303906,7067489,35951,1
474082,19606,10486140,9
355227,483563,24258,8
203585,22079,63811,9
3885267,243019,12783,4
3103153,1982992,174128,9
1022,3019352,963208,2
398366,163611,24258,9
10472582,1124753,66759,4
721477,2003496,63423,8
278351,752271,9135,4
74426,4033464,60149,8
28818,2865462,884,0
1839032,2470444,8518,9
183861,488365,45739,9
398366,9155222,24258,9
439292,4003394,35951,3
72134,1864856,10483533,9
210301,2721809,35951,4
1911954,201050,2832,0
163783,2296978,596492,9
467114,205314,24258,1
1266,7730294,92116,9
289826,1945217,174128,1
2846546,454443,5422929,9
626714,432519,180889,9
40223,3194434,2147,9
264422,463871,204092,6
3312131,132740,6124,6
221752,487112,7672693,9
1444279,3480792,45805,9
614,499422,2147,9
50969,2507833,2828064,9
474464,4690287,10473985,9
205294,2864144,10474036,9
127,3524085,155392,2
765940,471615,10676,7
5898,60929,35193,7
249334,456915,8518,3
5898,5696530,58096,9
2497567,24050,24258,4
183696,8142833,66759,9
252800,2584011,6985,6
189567,605,58096,5
63784,2347524,35951,9
807,3069009,10485737,9
3093315,243019,45805,4
117402,435240,24258,6
17708,2018,4697,5
439324,483611,163266,2
25107,187991,2707,9
6682788,7169811,2707,9
139710,71781,3651,5
10473496,2281,21188,9
165568,773889,33290,8
398366,930058,24258,9
252800,2381734,8518,6
4173178,160548,10473926,9
10473608,48830,204092,9
78223,555910,1878136,6
8685834,3837012,21771,7
464745,2388915,16572,2
10568349,1462,63423,9
1784184,4083,919409,9
4649564,506789,204092,5
110290,2266743,73939,6
71048,43023,6657,7
255046,1982309,9135,9
67636,26223,4697,9
10473529,433294,6124,9
191546,114447,326636,9
266223,2119892,326636,8
1840219,243019,12783,4
6595819,456508,2499,9
5093752,2428117,174128,1
228621,1233912,16563,8
264422,2626510,9135,9
10473520,8093,58096,9
85546,533597,871656,9
100,2588125,1878136,9
47384,69948,59667,9
100,429292,63423,4
388549,2475993,540805,9
4149,641560,10484194,0
1165599,3864255,45805,9
3185942,23240,96696,7
266223,1693599,884,9
450635,456236,66823,9
7532300,410131,8719,9
169162,188168,10486182,9
4247,408856,61912,9
16424,2564723,22965,9
214019,88137,10474135,9
1165692,609940,60784,9
33630,9428,11625,0
117697,451533,1878136,6
863467,159106,204092,9
1638,63644,10484998,9
50969,3030100,3651,8
582102,52294,348949,9
94902,912705,10483831,9
59114,353466,45739,1
675836,329397,6559420,9
6984320,2776,38265,9
486478,1952463,17498,9
16660,1841036,58096,6
24742,36318,3524058,0
5640025,779775,548554,7
12756,2546212,52166,1
443663,2660151,61912,6
450635,2589503,884,1
4757348,467262,45805,5
2752740,2874637,174128,1
1188379,2713242,8358638,9
127859,492842,2707,8
10472898,3358081,24258,9
164575,5422446,180889,9
2791182,2138553,163709,9
5050365,453930,2499,7
165568,450652,61912,5
2234618,408881,10486205,9
26719,549905,180889,8
1851668,2760056,2499,0
182815,3136554,39538,9
5898,615529,61912,9
5093752,15489,63423,1
3396256,425876,694289,9
87016,408881,33290,1
21214,170979,8026,0
117697,4033392,884,9
455380,453626,326636,9
165568,1195423,54672,9
450635,534419,66759,8
266223,530176,172071,2
100,3231837,10486223,9
408891,548541,6124,9
556520,2991872,3651,3
10473720,494714,3110,0
8685834,695709,10483706,9
5320269,32292,35951,9
67636,444610,54103,2
1165599,2547963,45805,6
450635,57831,68118,9
4979718,436995,10473861,2
81125,4332137,174128,9
627455,789389,2499,9
1930371,4135844,9135,9
3923311,243019,52166,4
105887,2775376,197271,9
72134,3412498,45739,9
1570597,3836668,62088,9
69508,705336,89319,9
31943,4083,63423,4
196926,3587117,964184,9
408694,243019,3651,5
1165692,269351,200274,7
922273,478148,73939,8
23715,591459,35951,4
71048,12546,54498,7
48981,832644,106088,9
63784,4630420,10473977,2
6330179,6757362,884,1
3678681,433360,174128,3
10473489,100705,10473806,2
289826,4932222,6160,9
8685834,6564781,6124,6
797040,2389,7380,9
10473338,7790555,2714,9
10472732,1837702,8518,5
4694142,3997879,7607,0
2109,2590481,93311,9
3396256,56518,1878136,6
35497,2872788,73939,9
994658,488365,242391,9
11599072,83407,402257,2
1372681,6601906,1878136,9
228621,6530797,204092,1
275124,261,60149,4
69508,9242631,5841,9
1034322,2393202,66759,1
70985,484424,1555,5
206941,538330,73939,8
4093938,79734,368099,9
765940,2213891,871656,9
49218,8530,24258,5
21038,2776,63423,5
36183,21414,158277,9
498210,6768,10635,5
3730078,2046388,11625,0
214019,549453,9135,8
104890,1622167,1878136,9
206941,1906058,1555,8
1341796,4206,10485732,9
63784,1314369,124063,9
3056859,499385,6124,5
89097,142662,10483395,0
2352,3565827,9135,9
458415,560849,10484538,9
1030075,1912127,198288,9
1635465,4033464,61912,6
10472769,93174,66759,4
1011697,1462,11674,9
1165599,433076,21127,9
11595,15817,1878136,9
573561,45176,18550,4
393268,17522,45805,9
397063,10731,121366,9
41167,243019,3651,5
110290,360790,10473868,7
2846546,3428270,3651,3
2497567,3027461,1878136,9
1049563,3218445,4714225,9
3567207,218460,53268,9
922273,570821,63423,6
422473,1932150,10635,9
1011733,119154,10485199,9
764079,1233912,1911530,9
76680,434386,3368465,0
15094,2055785,9135,4
179443,8088043,72167,8
5206739,2522793,6985,3
399989,69153,154571,9
47384,5046504,2499,6
408694,35854,3651,9
229374,2383034,6985,9
474082,446030,152316,9
1034322,6427938,884,3
3060,50075,4873038,9
2075,2906260,10483222,9
7145205,2584011,9135,9
55837,507416,9135,4
8685834,491160,6160,8
8685834,444598,45054,7
149977,433452,278413,2
214019,3462010,72167,8
50969,518335,24258,9
393268,2576,6160,9
4643882,463603,1555,5
81439,464844,4818260,9
262538,143938,96696,2
209114,6081723,10635,9
13762,2834245,2434323,9
355227,2651397,45805,1
67636,434700,16563,2
922273,766242,2419,9
398366,1609,87061,9
5502288,2688488,2499,9
3224067,61960,207139,0
445143,3041601,58304,9
252800,63453,6160,8
6279245,635855,6124,1
636582,446030,6160,9
4924,435584,52166,9
47384,131904,24258,8
68659,3896213,66759,8
535608,2043482,10486183,2
212081,801014,884,5
30158,433416,9951532,9
122234,3242803,12783,9
6427103,446030,6160,5
6671,435753,12783,5
443663,605826,348949,9
5023,4240255,45805,1
989,5538,71543,9
4113781,4678354,66759,6
5655,2632,6310788,9
560885,4891,10483452,9
46459,464349,10483935,7
229374,1912782,3431311,2
302796,6346,174128,9
10473723,937053,843157,9
602,2767034,9209,9
68659,5007444,72167,9
8897,440852,35951,5
609,432669,6124,5
89129,4722753,348949,9
5093752,1869685,2147,1
56766,1330785,112415,9
454166,12580,6985,3
361901,15683,174128,9
10473168,83316,3108,0
10473062,487426,64226,9
514686,21414,30711,0
227523,2824766,2707,9
474464,3041601,6417,7
76722,598966,3651,5
10473552,4019753,41739,9
3133859,2253100,1878136,9
5915218,186258,603924,0
59114,75966,45739,6
483276,459084,87978,9
462782,2778172,326636,5
5898,481485,34461,9
1155406,766242,60149,9
289826,4414528,155392,9
772971,10459706,10483905,9
1165692,2364211,6124,6
171132,1947227,72512,9
87016,3680434,24258,1
11329,121262,45739,5
10473040,85220,174128,9
11510,189699,73939,5
474464,30559,7053157,9
5898,4562538,174128,9
2404525,4380317,6124,9
5970558,243019,3651,5
325884,35126,6124,5
2118228,690651,10473958,9
249375,2662142,21127,8
506526,490042,2707,6
10473593,3014,124475,9
283198,5617640,4519,7
957,36770,10483160,9
1733825,410081,63423,9
578,681542,326636,4
49218,5,174128,5
667762,3652108,33290,9
784,27266,42918,9
4755002,16898,10473970,2
41761,477743,24258,4
336604,2432836,10474153,9
4535806,4891100,24258,9
48981,686376,7322897,9
279025,453626,10483736,9
5640025,533011,73939,6
6279245,5696530,6985,9
210039,3828647,10473865,7
105887,177187,45805,9
3133859,62746,881824,9
59114,446030,63423,8
3396256,21890,58096,8
37358,474599,180889,4
418956,477743,24258,4
1036184,24441,4697,1
78223,2294231,174128,1
4405083,627155,884,9
266223,2963152,10473938,7
67636,2294231,174128,6
165568,1237965,1555,6
46459,39828,2707,9
255995,409983,175348,9
165568,4060061,444041,9
189567,605,897761,0
355227,3584830,9135,3
1049799,133065,3368465,9
331609,436178,57090,0
10473393,172058,223479,9
23629,6521,62088,0
1165599,3565827,58096,9
179443,586728,52166,6
1165692,4137838,72167,1
5687711,7138,4856554,9
10473655,127781,87595,9
1276578,437442,635180,9
106734,434802,796920,0
71048,595362,100041,7
597286,14496,10635,8
24003,1077681,884,9
1518073,1895595,204092,5
181343,3544673,41739,9
11599199,433195,6367825,9
1605858,27266,61912,3
2366,435892,3368465,7
48453,3280981,2147,5
38764,1690,95197,0
626714,2982030,104900,9
1165692,533538,10485737,9
7613841,589512,45739,9
417136,811929,4697,3
1165692,5080894,12783,6
10542220,3402625,52166,9
4417,1045996,326636,3
5502288,43101,10483332,9
440255,69948,119664,0
981169,625348,3651,4
52753,538496,63423,1
764079,1974258,52166,6
335513,143795,10473977,9
474082,555191,884,3
5655,32983,10473955,0
11510,498779,174128,9
420320,105097,577672,0
63784,595931,61559,9
6682788,90315,454770,9
485104,433079,363065,7
4757348,2216112,174128,4
398366,400981,2476625,9
764079,62748,7783440,9
28886,8346172,24258,9
7804876,2536450,24258,9
1242570,766199,2707,9
99511,2755472,289149,9
560885,172482,4730,0
264422,555910,24386,9
474082,47133,6985,8
3918089,3286861,10484723,9
433237,4166869,1878136,9
510169,1840145,326636,9
1637350,5231936,2714,9
85546,545048,52166,9
10211,4060061,2499,8
46459,2102551,61912,1
10568349,409272,58096,9
5663998,3978674,204092,9
10821998,455391,348949,9
10473608,143938,183607,9
206941,582679,11666,7
1833710,533024,10485061,9
650236,656461,11625,2
188336,2981,12061,0
10211,4060061,540805,9
3216,43101,287360,9
10473706,2307165,174128,9
454166,2582360,2707,3
721477,1195423,266492,7
1276578,427114,3108,9
41657,788740,6985,5
312237,436964,2707,1
819669,8988013,72167,9
1759,2700376,66759,1
408478,2448927,3651,9
43483,4601392,10635,9
2047768,432752,35951,9
169162,589512,58096,8
33742,1885800,33290,5
17078,4003394,35951,3
1368885,100705,10485061,9
215208,409777,30716,9
2320146,105097,10635,0
105887,283173,72167,1
3246,3211938,326636,5
68659,5648646,8518,8
63784,58423,1902895,9
441788,445654,50801,0
1038709,570142,10635,5
1444279,7356648,10474093,7
5206739,3846874,60149,9
5640025,2679737,6160,9
449776,3373353,1104050,9
26032,29569,209518,0
433237,7746615,75474,9
3602555,3971761,132250,9
264422,2540682,10635,7
1787257,18879,24258,4
57,1859685,3619,0
331454,4777385,2499,9
110290,333508,1555,1
147174,392398,6160,3
34887,26690,454156,7
895436,432391,75182,9
214019,21822,187856,9
3216,456331,12783,9
250010,545531,3733,9
478548,30798,3651,4
209667,3034702,12783,6
1117338,1836200,41739,9
10410,2008317,1878136,6
1515,243019,10486113,9
650236,2203176,9650,2
23782,1221613,6985,5
196926,68650,66759,1
597286,10452574,2147,9
46459,4200285,45805,6
105887,2036278,174128,6
10473682,2351320,8518,9
68659,177187,1878136,9
33675,586987,884,4
1888,525126,3651,4
110290,2885306,9135,9
100,91250,160217,9
1386811,261,60149,9
266223,5083709,6985,6
264422,102389,5116049,9
272608,3049992,6985,1
127862,4002,701535,9
7122763,444843,42085,9
5898,3379,12783,8
10473208,433104,1404678,0
56937,1696843,90423,9
147852,1273885,10483494,9
4755002,4356874,42245,9
764079,6433118,6985,6
127859,592425,1771233,7
39387,41289,75263,9
206941,2690469,10486128,9
10473371,547129,10473866,9
7896799,276540,1111,9
283198,591170,10486096,7
127859,3076301,796920,7
10473606,448011,6985,3
556520,479938,24258,6
409713,531,263693,9
10473061,1873161,58096,9
454166,2950149,11625,9
11599073,83407,9135,1
148687,4601392,326636,8
3398139,1663047,63423,9
1165599,3538094,884,9
10473271,486348,45805,9
172495,2194524,10473866,9
10410,369434,6160,8
17078,4003394,8518,1
229374,480336,6311702,9
75800,408862,73939,5
10473141,2742053,1878136,9
1165599,3275484,383729,7
3209603,1865718,6985,9
4613589,57548,760160,0
5278001,69649,1878136,1
248181,50375,53061,9
214019,705336,10483168,9
3918089,3194434,10486174,9
55255,128143,6124,9
650236,2099119,63354,2
65572,4157811,743495,9
206941,432778,108614,9
228621,3820483,884,9
4755002,3466097,10483771,9
833936,1874,35951,4
17708,26788,6124,5
35999,3270559,73939,1
5764372,261,60149,4
282937,1964438,174128,4
148687,11456,884,1
8685834,2932674,6985,9
486478,2119892,24258,9
173,791480,52166,5
6696924,22112,52166,5
483276,432519,24258,9
179443,125962,26922,9
422473,4083,10484082,9
5023,3616485,448130,9
436553,1983393,63423,9
450635,3990,10484526,7
3303,74585,174128,4
1011697,5301780,2201876,9
10472583,3390909,24258,5
10472578,261,10485734,9
21042,105097,10473865,9
247389,69897,12783,5
10472583,4963748,10473842,9
3216,827828,33290,5
721477,39522,52166,3
764079,270979,8518,1
34887,478010,6985,6
72434,459148,884,9
264422,3981698,45805,6
11598285,333007,62088,9
764079,9115853,1555,9
10472619,432866,38265,4
5268191,2896476,54873,9
764079,3921011,3651,1
398366,660932,90021,7
922273,7089947,10484635,9
587152,453107,66759,9
1351317,30798,3651,4
505,2117689,6985,5
59426,482414,2507640,0
2484698,2262955,174128,9
270478,502757,10486063,9
4012,452410,487684,0
2739789,434621,9135,4
10473104,1157,1555,5
3229702,124284,66759,9
4104436,1895760,45739,4
4198,2389802,24258,9
148687,1998151,10483467,2
26633,2517095,9135,9
199568,566864,10474300,9
1083553,26690,204092,5
214019,131904,1274034,7
3439,5897435,52166,9
252800,2961006,6124,8
474082,8327250,1555,9
626714,126564,2714,2
1011697,21491,10483463,7
7382340,346671,24258,9
110290,4543521,4740028,9
1839896,59504,3651,9
34887,2159780,3651,1
2433080,598966,49577,9
6374,4911718,278413,9
3093303,435737,85282,9
10472590,2523099,8518,9
8133,3499381,9135,9
473096,510930,6124,1
252800,3512128,6985,6
764079,2605350,2707,9
264422,2538918,21127,1
4473856,5193,8518,1
2442,5477251,10426,9
1554946,624331,311917,9
192595,2679737,6475251,9
657599,1865718,3651,9
21664,432944,9135,9
765940,433079,45739,8
262672,433783,48085,9
922273,862058,50882,7
4382621,530691,73939,9
5050365,173645,2876,9
11598298,4814574,9135,9
8685834,1935580,204092,1
51321,8854,326636,9
127859,970538,10483695,9
266223,2963152,39718,7
110290,1995539,8919527,9
5583024,451797,6124,5
10472828,14349,2707,0
266223,754866,75068,9
335366,10060,174128,9
18045,2046388,9209,0
5789756,8142833,45805,9
266223,435240,24258,6
23431,3103219,2499,3
645728,9709,63423,8
626714,484484,58096,3
216763,2307199,2499,3
71048,974180,35951,8
179443,1883282,96696,2
749705,11403,10486191,9
79076,540682,66759,9
126641,4601878,3651,1
23603,1409,45805,9
2497567,435240,24258,6
67028,3353045,884,1
51806,762756,61912,9
283198,2655082,884,6
657599,559216,45805,4
448413,3651494,10473822,7
169162,194,73939,6
68659,2474673,6124,1
